strategy,complexity,workload,seed,read_avg_ms,read_p95_ms,throughput_qps,load_cv,staleness_pct,router_overhead_ms,avg_cpu_pct,total_queries,total_reads,total_writes,errors,duration_s
latency_based,simple,balanced,342,3.835026326839185,8.297700085677207,1668.7064015011952,0.1482740669015315,0.0,0.002659829631853969,10.745833333333332,1001354,701004,300350,0,600.0779999999795
latency_based,simple,balanced,442,3.57615548806887,7.7627000864595175,1640.499000964799,0.38859159065392823,0.0,0.0025645715726614537,10.745833333333332,984429,688939,295490,0,600.079000000027
latency_based,simple,balanced,542,3.518940675318264,7.4893999844789505,1590.053044430426,0.13474274456036442,0.0,0.0025458289387779416,10.745833333333332,954132,668453,285679,0,600.0629999999655
latency_based,simple,read_heavy,142,14.22270936770338,38.186099962331355,3309.1090293670422,0.5855858938544204,0.0,0.0028129893834659744,10.745833333333332,1985568,1886373,99195,0,600.030999999959
latency_based,simple,read_heavy,242,14.043827783387947,37.05959999933839,3366.3716666666664,0.6014613602287819,0.0,0.0028006659058812124,10.737499999999999,2019823,1918469,101354,0,600.0
latency_based,simple,read_heavy,342,14.06754712665549,37.48900000937283,3371.005,0.6127286922353183,0.0,0.002802256120604319,10.737499999999999,2022603,1921626,100977,0,600.0
latency_based,simple,read_heavy,442,13.665229305942326,35.43150005862117,3416.4488946964543,0.6488243555360127,0.0,0.0027878807340407786,10.745833333333332,2049924,1947955,101969,0,600.015999999945
latency_based,simple,read_heavy,542,13.37279511568174,34.01199996005744,3512.451666666667,0.6900571443439694,0.0,0.002734917181701516,10.745833333333332,2107471,2002474,104997,0,600.0
least_conn,complex,balanced,142,9508.961484765578,54137.20779994037,7.269108179952,0.39170363503269595,0.0,0.004979397656082901,10.455840455840457,4616,3216,1400,0,635.015999999945
least_conn,complex,balanced,242,9398.97785620013,45436.630100011826,7.509854506466585,0.40556780629184525,0.0,0.004926993251781721,10.442348496610258,4742,3290,1452,0,631.4370000000345
least_conn,complex,balanced,342,9134.491741930608,54714.99030000996,7.507827079381075,0.4399633006564207,0.0,0.0058438987101924866,10.281512605042016,4868,3396,1472,0,648.390000000014
least_conn,complex,balanced,442,9349.072432256928,55987.5170000596,7.648528237748524,0.44979946872226073,0.0,0.005426031818789013,10.453216374269006,4752,3283,1469,0,621.295999999973
least_conn,complex,balanced,542,9114.021994697221,46173.156399978325,7.687474530675426,0.4281346465103085,0.0,0.005617634090373672,10.36873156342183,4735,3338,1397,0,615.936999999918
least_conn,complex,read_heavy,142,3644.5920054519547,16542.648100061342,14.224933693900313,0.7149451511868022,0.0,0.0055230216098798015,10.604761904761904,8753,8326,427,0,615.3279999999795
